ID,Text,Time Posted
948318907848413184,"Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and I will never forget the -beyond kind- statements he has made about me as President. He is my friend and he will be greatly missed in the U.S. Senate! ",2018-01-02 22:23:41
948255367393349634,We will not rest until all of America’s GREAT VETERANS can receive the care they so richly deserve. Tremendous progress has been made in a short period of time. Keep up the great work @SecShulkin @DeptVetAffairs! ,2018-01-02 18:11:11
948211438472089600,"Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard against Dems, will start “falling in love with Republicans and their President! We are about RESULTS.",2018-01-02 15:16:38
948205689683562496,"....impartial journalists of a much higher standard, lose all of your phony and non-existent “sources, and treat the President of the United States FAIRLY, so that the next time I -and the people- win, you won’t have to write an apology to your readers for a job poorly done! GL",2018-01-02 14:53:47
948202173049049088,"The Failing New York Times has a new publisher, A.G. Sulzberger. Congratulations! Here is a last chance for the Times to fulfill the vision of its Founder, Adolph Ochs, “to give the news impartially, without fear or FAVOR, regardless of party, sect, or interests involved. Get...",2018-01-02 14:39:49
948195478428102657,"Since taking office I have been very strict on Commercial Aviation. Good news - it was just reported that there were Zero deaths in 2017, the best and safest year on record!",2018-01-02 14:13:13
948194400114487296,"Sanctions and “other pressures are beginning to have a big impact on North Korea. Soldiers are dangerously fleeing to South Korea. Rocket man now wants to talk to South Korea for first time. Perhaps that is good news, perhaps not - we will see!",2018-01-02 14:08:56
948189482284707840,Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great!,2018-01-02 13:49:23
948188264858603520,Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the Border. We will be bringing in more and more of your great folks and will build the desperately needed WALL! @foxandfriends,2018-01-02 13:44:33
948174033882927104,"Crooked Hillary Clinton’s top aid, Huma Abedin, has been accused of disregarding basic security protocols. She put Classified Passwords into the hands of foreign agents. Remember sailors pictures on submarine? Jail! Deep State Justice Dept must finally act? Also on Comey and others",2018-01-02 12:48:00
948164289591902208,"The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that President Obama so foolishly gave them went into terrorism and into their “pockets. The people have little food, big inflation and no human rights. The U.S. is watching!",2018-01-02 12:09:17
947824196909961216,"Will be leaving Florida for Washington -D.C.- today at 4:00 P.M. Much work to be done, but it will be a great New Year!",2018-01-01 13:37:52
947810806430826496,"Iran is failing at every level despite the terrible deal made with them by the Obama Administration. The great Iranian people have been repressed for many years. They are hungry for food and for freedom. Along with human rights, the wealth of Iran is being looted. TIME FOR CHANGE!",2018-01-01 12:44:40
947802588174577664,"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they have given us nothing but lies and deceit, thinking of our leaders as fools. They give safe haven to the terrorists we hunt in Afghanistan, with little help. No more!",2018-01-01 12:12:00
947614110082043904,"HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!",2017-12-31 23:43:04
947592785519173637,"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America!",2017-12-31 22:18:20
947588263103139841,"Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basis, has now closed down the Internet so that peaceful demonstrators cannot communicate. Not good!",2017-12-31 22:00:21
947544600918372353,"What a year it’s been, and were just getting started. Together, we are MAKING AMERICA GREAT AGAIN! Happy New Year!! ",2017-12-31 19:06:52
947536951464333318,"My deepest condolences to the victims of the terrible shooting in Douglas County @DCSheriff, and their families. We love our police and law enforcement - God Bless them all! #LESM",2017-12-31 18:36:28
947461470924820480,"Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the great wealth created during the months since the Election. People are much better off now not to mention ISIS, VA, Judges, Strong Border, 2nd A, Tax Cuts and more?",2017-12-31 13:36:32
947458942719979520,"If the Dems -Crooked Hillary- got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! ",2017-12-31 13:26:29
947453152806297600,Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!,2017-12-31 13:03:29
947328044821336070,“Trump Rally: Stocks put 2017 in the record books ,2017-12-31 04:46:21
947236393184628741,"Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dramatically Cut, and it will only get better. MUCH MORE TO COME!",2017-12-30 22:42:09
947235015343202304,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair “press, now often referred to as Fake News Media. Phony and non-existent “sources are being used more often than ever. Many stories and reports a pure fiction!",2017-12-30 22:36:41
947213895286054914,"On Taxes: “This is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 years ago.This is a huge pro-growth stimulus for the economy. Every year the Obama WH overstated how the economy would grow. Now real economics and jobs. @WSJ Report",2017-12-30 21:12:45
947181212468203520,"Oppressive regimes cannot endure forever, and the day will come when the Iranian people will face a choice. The world is watching! ",2017-12-30 19:02:53
947180713236934657,"The entire world understands that the good people of Iran want change, and, other than the vast military power of the United States, that Iran’s people are what their leaders fear the most.... ",2017-12-30 19:00:54
946949708915924994,"Many reports of peaceful protests by Iranian citizens fed up with regime’s corruption and its squandering of the nation’s wealth to fund terrorism abroad. Iranian govt should respect their people’s rights, including right to express themselves. The world is watching! #IranProtests",2017-12-30 03:42:58
946731576687235072,"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration and ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!",2017-12-29 13:16:11
946728546633953285,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!",2017-12-29 13:04:09
946724075157651457,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage and Russia hoax!",2017-12-29 12:46:23
946531657229701120,"In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up!",2017-12-29 00:01:47
946519720450252800,"Together, we are MAKING AMERICA GREAT AGAIN! ",2017-12-28 23:14:21
946460939578167296,"Ive been saying it for a long, long time. #NoKo ",2017-12-28 19:20:47
946416486054285314,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!,2017-12-28 16:24:08
946415026402988033,Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet!,2017-12-28 16:18:20
946401576381505536,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St James’s and a big fundraiser for CH, is beside herself in grief and begging for forgiveness!",2017-12-28 15:24:53
946210723528572930,"“Arrests of MS-13 Members, Associates Up 83% Under Trump 
",2017-12-28 02:46:30
946201376652169220,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of territory in both Iraq and Syria. As of 12/21, the U.S. military est the remaining 1,000 or so fighters occupy roughly 1,900 square miles.. @jamiejmcintyre @dcexaminer ",2017-12-28 02:09:22
946156544927977477,"Just left West Palm Beach Fire and Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters, paramedics, first responders - what amazing people they are!",2017-12-27 23:11:13
945780569388015616,"All signs are that business is looking really good for next year, only to be helped further by our Tax Cut Bill. Will be a great year for Companies and JOBS! Stock Market is poised for another year of SUCCESS!",2017-12-26 22:17:14
945646491955290113,"WOW, @foxandfrlends  “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT -after all of this time- VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED. And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!",2017-12-26 13:24:27
945624910898122752,"Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill, which essentially Repeals -over time- ObamaCare, the Democrats and Republicans will eventually come together and develop a great new HealthCare plan!",2017-12-26 11:58:42
945437479863291904,"I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again -which is happening faster than anyone anticipated-!",2017-12-25 23:33:55
945287222210781184,MERRY CHRISTMAS!!! ,2017-12-25 13:36:51
945140007572004870,MERRY CHRISTMAS!! ,2017-12-25 03:51:52
945126026824298497,People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our cherished and beautiful phrase. MERRY CHRISTMAS!!!!!,2017-12-25 02:56:19
945030174290186241,"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandate, brought it all together as to what an incredible year we had. Don’t let the Fake News convince you otherwise...and our insider Polls are strong!",2017-12-24 20:35:26
944927689638662145,"The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE AMERICA GREAT AGAIN!",2017-12-24 13:48:11
944906847970119680,".@FoxNews-FBI’s Andrew McCabe, “in addition to his wife getting all of this money from M -Clinton Puppet-, he was using, allegedly, his FBI Official Email Account to promote her campaign. You obviously cannot do this. These were the people who were investigating Hillary Clinton.",2017-12-24 12:25:22
944703626454487042,"Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a “Trumper, and he lost.  Good Republican candidates will win BIG!",2017-12-23 22:57:50
944700332881440769,"The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media!",2017-12-23 22:44:45
944667102312566784,"Wow, “FBI lawyer James Baker reassigned, according to @FoxNews.",2017-12-23 20:32:42
944666448185692166,FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!,2017-12-23 20:30:06
944665687292817415,"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary Clinton investigation -including her 33,000 illegally deleted emails- be given $700,000 for wife’s campaign by Clinton Puppets during investigation?",2017-12-23 20:27:05
944329684032081921,"Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill.",2017-12-22 22:11:56
944308491887316992,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks: ",2017-12-22 20:47:43
944308373373308929,"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!",2017-12-22 20:47:15
944276471614509057,"Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER!",2017-12-22 18:40:29
944247868126318593,"95% of Americans will pay less or, at worst, the same amount of taxes -mostly far less-. The Dems only want to raise your taxes!",2017-12-22 16:46:49
944222979147337728,Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.,2017-12-22 15:07:55
944222157218942978,"With all my Administration has done on Legislative Approvals -broke Harry Truman’s Record-, Regulation Cutting, Judicial Appointments, Building Military, VA, TAX CUTS and REFORM, Record Economy/Stock Market and so much more, I am sure great credit will be given by mainstream news?",2017-12-22 15:04:39
944210183089254400,"“The President has accomplished some absolutely historic things during this past year. Thank you Charlie Kirk of Turning Points USA. Sadly, the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long and beautiful list.",2017-12-22 14:17:04
944192071535153152,"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country!",2017-12-22 13:05:06
944188445748015105,So true! ,2017-12-22 12:50:42
944187730564714497,"Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of, and now it is the rage. Merry Christmas!",2017-12-22 12:47:51
943908041803657216,"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN! ",2017-12-21 18:16:28
943856675294982145,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, don’t let this happen. Pass the C.R. TODAY and keep our Government OPEN!",2017-12-21 14:52:22
943842608631238656,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN,2017-12-21 13:56:28
943824695144697857,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!,2017-12-21 12:45:17
943819430735372289,"The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts!",2017-12-21 12:24:22
943598090069536768,WE ARE MAKING AMERICA GREAT AGAIN! ,2017-12-20 21:44:50
943543958730309633,"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct ",2017-12-20 18:09:44
943534069287194626,"Together, we are MAKING AMERICA GREAT AGAIN! ",2017-12-20 17:30:26
943521141062238208,I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically and politically on the passing in the Senate of the MASSIVE TAX CUT and Reform Bill. I could have not asked for a better or more talented partner. Our team will go onto many more VICTORIES!,2017-12-20 16:39:04
943489378462130176,"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs!",2017-12-20 14:32:51
943362605258813441,"The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate -ObamaCare-Repealed. Goes to the House tomorrow morning for final vote. If approved, there will be a News Conference at The White House at approximately 1:00 P.M.",2017-12-20 06:09:06
943213901625294849,"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great House Republicans who voted in favor of cutting your taxes!",2017-12-19 20:18:12
943135588496093190,A  story in the @washingtonpost that I was close to “rescinding the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources don’t exist!,2017-12-19 15:07:01
943079382163353600,"Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope and size. Immediate expensing will have a big impact. Biggest Tax Cuts and Reform EVER passed. Enjoy, and create many beautiful JOBS!",2017-12-19 11:23:40
943074475209355264,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!,2017-12-19 11:04:11
942921051721338880,"Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebrate AMERICAN GREATNESS as a shining example to the world.... ",2017-12-19 00:54:32
942904686125965312,"With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!

OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY: ",2017-12-18 23:49:30
942883507868782592,70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!,2017-12-18 22:25:20
942882250089271297,Thank you Maria B! ,2017-12-18 22:20:20
942881716913438720,So true Ivanka! ,2017-12-18 22:18:13
942857031693799425,"As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! ",2017-12-18 20:40:08
942854056162332677,"When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE AMERICA GREAT AGAIN! ",2017-12-18 20:28:19
942851788461563906,"Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled, it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! ",2017-12-18 20:19:18
942840800853024770,Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities... ,2017-12-18 19:35:38
942829676699021312,"My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House.",2017-12-18 18:51:26
942827072824672262,"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways -and more- crumble! Not for long!",2017-12-18 18:41:05
942721681130483712,Ivanka Trump will be interviewed on @foxandfriends.,2017-12-18 11:42:18
942717030091943936,"Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose -for very different reasons-, and they did. I also predicted  “I would win. Republicans will do well in 2018, very well! @foxandfriends",2017-12-18 11:23:49
942551516564639744,"More than a century after conquering flight, the #WrightBrothers continue to motivate and inspire Americans, who never tire of exploration and innovation. This GREAT AMERICAN SPIRIT can be found in the design of every new supersonic jet and next generation: ",2017-12-18 00:26:07
942503059103604736,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. ,2017-12-17 21:13:34
942439739264831488,"As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the backbone and the heartbeat of our country. Now, we are just days away... ",2017-12-17 17:01:58
942130137734242305,WEEKLY ADDRESS🇺🇸 ,2017-12-16 20:31:43
942123433873281024,"TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wages, and more JOBS! ",2017-12-16 20:05:05
942044657613230080,"Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just out book, “Let Trump Be Trump. Finally people with real knowledge are writing about our wonderful and exciting campaign!",2017-12-16 14:52:03
941868639199916037,"Great job Kevin, we are all proud of you! ",2017-12-16 03:12:37
941820213518938112,"DOW, SandP 500 and NASDAQ close at record highs! #MAGA ",2017-12-16 00:00:11
941789515248750592,"Today, it was my tremendous honor to visit Marine Helicopter Squadron One -HMX-1- at the Marine Corps Air Facility in Quantico, Virginia. 

I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation, THANK YOU for your sacrifice and service. We love you! ",2017-12-15 21:58:12
941756992070307845,"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and thank you to our law enforcement families. God Bless you all, and GOD BLESS AMERICA! #LESM ",2017-12-15 19:48:58
941723524921724928,"To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! ",2017-12-15 17:35:59
941667918214987776,It was my honor. THANK YOU! ,2017-12-15 13:55:01
941417725833998340,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey ,2017-12-14 21:20:51
941406242785955841,"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pages, as seen in the Roosevelt Room.

Today, we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE AMERICA GREAT AGAIN! ",2017-12-14 20:35:13
941404173433794561,"When Americans are free to thrive, innovate, and prosper, there is no challenge too great, no task too large, and no goal beyond our reach. 

We are a nation of explorers, pioneers, innovators and inventors. We are nation of people who work hard, dream big, and who never, ever give up... ",2017-12-14 20:27:00
941400670766321666,"Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-growing maze of regs, rules, and restrictions has cost our country trillions of dollars, millions of jobs, countless American factories, and devastated entire industries. ",2017-12-14 20:13:04
941353395121741825,"As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your voices heard, this moment will be forever remembered as a great new beginning – the dawn of a brilliant American future shining with PATRIOTISM, PROSPERITY AND PRIDE! ",2017-12-14 17:05:13
941291666564141057,"Republican Tax Cuts are looking very good. All are working hard. In the meantime, the Stock Market hit another record high!",2017-12-14 12:59:56
941094961482780672,Thank you Omarosa for your service! I wish you continued success.,2017-12-13 23:58:18
940955920967880704,"If last night’s election proved anything, it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate.",2017-12-13 14:45:48
940930017365778432,"Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue stories. Hence my use of Social Media, the only way to get the truth out. Much of Mainstream Meadia has become a joke! @foxandfriends",2017-12-13 13:02:52
940904649728708609,"The reason I originally endorsed Luther Strange -and his numbers went up mightily-, is that I said Roy Moore will not be able to win the General Election.  I was right! Roy worked hard but the deck was stacked against him!",2017-12-13 11:22:04
940795587733151744,"Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor, but a win is a win. The people of Alabama are great, and the Republicans will have another shot at this seat in a very short period of time. It never ends!",2017-12-13 04:08:41
940706127309926400,Wishing all of those celebrating #Hanukkah around the world a happy and healthy eight nights in the company of those they love. ,2017-12-12 22:13:12
940588025964265472,"Consumer Confidence is at an All-Time High, along with a Record High Stock Market. Unemployment is at a 17 year low. MAKE AMERICA GREAT AGAIN! Working to pass MASSIVE TAX CUTS -looking good-.",2017-12-12 14:23:55
940584383605563392,"The people of Alabama will do the right thing. Doug Jones is Pro-Abortion, weak on Crime, Military and Illegal Immigration, Bad for Gun Owners and Veterans and against the WALL. Jones is a Pelosi/Schumer Puppet. Roy Moore will always vote with us. VOTE ROY MOORE!",2017-12-12 14:09:26
940567812053053441,"Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office “begging for campaign contributions not so long ago -and would do anything for them-, is now in the ring fighting against Trump. Very disloyal to Bill and Crooked-USED!",2017-12-12 13:03:35
940554567414091776,"Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I don’t know and/or have never met. FAKE NEWS!",2017-12-12 12:10:58
940223974985871360,"Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong!  Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the “dumbest man on television! Bad Reporting.",2017-12-11 14:17:18
939967625362276354,"Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media. They are out of control - correct reporting means nothing to them. Major lies written, then forced to be withdrawn after they are exposed...a stain on America!",2017-12-10 21:18:40
939851058788134913,"Getting closer and closer on the Tax Cut Bill. Shaping up even better than projected. House and Senate working very hard and smart. End result will be not only important, but SPECIAL!",2017-12-10 13:35:28
939849867438034944,"Things are going really well for our economy, a subject the Fake News spends as little time as possible discussing! Stock Market hit another RECORD HIGH, unemployment is now at a 17 year low and companies are coming back into the USA. Really good news, and much more to come!",2017-12-10 13:30:44
939680422493073408,No American should be separated from their loved ones because of preventable crime committed by those illegally in our country. Our cities should be Sanctuaries for Americans – not for criminal aliens! ,2017-12-10 02:17:25
939642796289470464,Great Army - Navy Game. Army wins 14 to 13 and brings home the COMMANDER-IN-CHIEF’S TROPHY! Congratulations!,2017-12-09 23:47:55
939634404267380736,".@daveweigel of the Washington Post just admitted that his picture was a FAKE -fraud?- showing an almost empty arena last night for my speech in Pensacola when, in fact, he knew the arena was packed -as shown also on T.V.-. FAKE NEWS, he should be fired.",2017-12-09 23:14:34
939616077356642304,".@DaveWeigel @WashingtonPost put out a phony photo of an empty arena hours before I arrived @ the venue, w/ thousands of people outside, on their way in. Real photos now shown as I spoke. Packed house, many people unable to get in. Demand apology and retraction from FAKE NEWS WaPo! ",2017-12-09 22:01:44
939564681743814661,"Have a great game today, @USArmy and @USNavy - I will be watching. 

We love our U.S. Military. On behalf of an entire Nation, THANK YOU for your sacrifice and service! 
#ArmyNavyGame #USA🇺🇸 ",2017-12-09 18:37:31
939560154269405184,"It was my great honor to celebrate the opening of two extraordinary museums-the Mississippi State History Museum and the Mississippi Civil Rights Museum. We pay solemn tribute to our heroes of the past and dedicate ourselves to building a future of freedom, equality, justice and peace. ",2017-12-09 18:19:31
939521466634326016,"Heading to the great state of Mississippi at the invitation of their popular and respected Governor, @PhilBryantMS. Look forward to seeing the new Civil Rights Museum!",2017-12-09 15:45:47
939485131693322240,"CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS!",2017-12-09 13:21:24
939480342779580416,"Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News -who should be immediately fired for his “mistake-. Watch to see if @CNN fires those responsible, or was it just gross incompetence?",2017-12-09 13:02:23
939477807813595136,"A big contingent of very enthusiastic Roy Moore fans at the rally last night. We can’t have a Pelosi/Schumer Liberal Democrat, Jones, in that important Alabama Senate seat. Need your vote to Make America Great Again! Jones will always vote against what we must do for our Country.",2017-12-09 12:52:18
939475127552618496,"GREAT EVENING last night in Pensacola, Florida. Arena was packed to the rafters, the crowd was loud, loving and really smart. They definitely get what’s going on. Thank you Pensacola!",2017-12-09 12:41:39
939375570919612416,"We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION UNDER GOD! ",2017-12-09 06:06:03
939355447273906182,"This is your land, this is your home, and its your voice that matters the most. So speak up, be heard, and fight, fight, fight for the change youve been waiting for your entire life!

MERRY CHRISTMAS and THANK YOU Pensacola, Florida! ",2017-12-09 04:46:05
939299624875118592,Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA ,2017-12-09 01:04:16
939274666404909056,"On my way to Pensacola, Florida. See everyone soon! #MAGA ",2017-12-08 23:25:06
939208571253862400,"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...
@SecretaryAcosta @USDOL ",2017-12-08 19:02:27
939189419386470401,MAKE AMERICA GREAT AGAIN! ,2017-12-08 17:46:21
939152197090148352,"Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped, as has incorrectly been reported, but will be pursued and, if anything, substantially increased. I will cut Regs but make penalties severe when caught cheating!",2017-12-08 15:18:27
939149296389251072,"LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. He’s bad on Crime, Life, Border, Vets, Guns and Military. VOTE ROY MOORE!",2017-12-08 15:06:55
939120304542101505,"Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there!",2017-12-08 13:11:43
939006911629869056,I fulfilled my campaign promise - others didn’t! ,2017-12-08 05:41:08
939005659982348291,"Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse – and wish them all a very #HappyHanukkah
",2017-12-08 05:36:09
938878398608433152,"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by America’s friends and foes alike:
“REMEMBER PEARL HARBOR. ",2017-12-07 21:10:28
938873956345499654,"Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack on 12/7/1941. They are HEROES, and they are living witnesses to American History. All American hearts are filled with gratitude for their service and their sacrifice. ",2017-12-07 20:52:49
938861758038577152,"Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day. ",2017-12-07 20:04:20
938804374079459329,"Today, our entire nation pauses to REMEMBER PEARL HARBOR—and the brave warriors who on that day stood tall and fought for America. 

God Bless our HEROES who wear the uniform, and God Bless the United States of America. #PearlHarborRemembranceDay🇺🇸 ",2017-12-07 16:16:19
938786402992578560,"National Pearl Harbor Remembrance Day - “A day that will live in infamy! December 7, 1941",2017-12-07 15:04:54
